Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,TotalIncomeByPerson,Cuota,%Cuota,Loan_Status
0.0,0.08059759746736625,0.056063551491588065,0.18089725036179446,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11737602081937444,0.13293585217232554,0.08111615833874107,0.04251790019282674,0
0.6666666666666666,0.01714623357474303,0.47999616003071977,0.33285094066570187,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.48936211534166496,0.15496157430221047,0.1492537313432836,0.019292762813005026,1
0.0,0.42620560301834387,0.0,0.14616497829232994,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3702139229566619,0.3814709507451874,0.06554185593770279,0.009185891809302734,0
0.0,0.02286525868424474,0.03998368013055895,0.06512301013024602,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04940231693224964,0.06611892696790754,0.02920181700194679,0.02937926900204967,0
0.0,0.27588468710698616,0.0,0.18379160636758318,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.23557743661452113,0.24912571246529377,0.08241401687216093,0.02186050582184479,0
0.6666666666666666,0.15356260028622218,0.0,0.17221418234442834,0.7297297297297298,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.126018391742166,0.035908131500481416,0.0772225827384815,0.03788702758859,1
0.0,0.2990318313890452,0.0,0.22431259044862514,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2563094163000942,0.2695048746526413,0.10058403634003893,0.02516931492732066,1
0.0,0.070894227850297,0.0,0.12590448625180894,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.051975607150833644,0.06864842485064622,0.056456846203763796,0.05481692871072586,1
0.0,0.061976885380979174,0.0,0.059334298118668596,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.043988696944096475,0.06079743613912711,0.026606099935107073,0.029006766299789048,0
0.0,0.023542868294375272,0.8120815033479732,0.11722141823444283,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8310028063429176,0.8344181140684224,0.05256327060350422,0.0,1
0.3333333333333333,0.0483162756407476,0.04420764633882929,0.15340086830680172,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07647041687301541,0.03793650244418696,0.06878650227125244,0.05086519430892243,0
1.0,0.0677230148748861,0.08227134182926536,0.20405209840810418,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1323545119973587,0.024274827558640782,0.09149902660609995,0.043444544016312134,0
1.0,0.10092588577128228,0.0,0.13169319826338638,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0788737728318816,0.011132177002807497,0.05905256327060351,0.042449326113627305,0
0.0,0.05940196886248314,0.0,0.13169319826338638,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0416824462764976,0.0585304333196915,0.05905256327060351,0.06579915670123127,0
0.6666666666666666,0.05734203564768632,0.052031583747330024,0.16931982633863962,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.09246851360930657,0.024915156425183122,0.07592472420506165,0.04849789633079818,0
0.6666666666666666,0.06891560778871585,0.10598315213478292,0.33863965267727925,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15740767714432757,0.046193165344447173,0.15184944841012332,0.06354733961403332,0
0.0,0.08843076456047523,0.0,0.14905933429811866,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06768238801332284,0.08408790721038138,0.06683971447112264,0.05410400341749385,1
0.3333333333333333,0.09867622186564891,0.06827945376436989,0.18958031837916062,0.32432432432432434,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14592497645196684,0.07207279226737265,0.1758598312783907,0.07915468001458643,0
0.0,0.023109198143891733,0.04125566995464036,0.13169319826338638,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.050907448946893114,0.06759844459743394,0.05905256327060351,0.05812212320412829,0
0.0,0.11266208421874313,0.0,0.1664254703328509,0.7297297297297298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08938542061156912,0.10542159690064912,0.0746268656716418,0.048959587510388765,1
0.3333333333333333,0.056772843575176674,0.04768761849905201,0.14761215629522428,0.32432432432432434,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08756469640030684,0.04338924080461892,0.1382219338092148,0.09361050805605872,1
0.0,0.057098096188039335,0.04319965440276478,0.16497829232995656,0.7297297297297298,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.08331633990736155,0.09945580000739751,0.07397793640493186,0.051299731195887474,1
0.0,0.043627217138644314,0.08999928000575995,0.2069464544138929,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.11858983696021595,0.13412901155097587,0.0927968851395198,0.04856248015837727,0
0.6666666666666666,0.06476863697471698,0.06861545107639139,0.19536903039073802,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.11589516512754779,0.03259114842783352,0.08760545100584036,0.04662459628056121,0
0.0,0.10252504445119034,0.05599155206758346,0.17510853835021706,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.13694273700973963,0.1521695813561687,0.07852044127190136,0.03575570246012905,0
0.0,0.052842707836419575,0.0,0.1085383502170767,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.035807576154824675,0.05275554192702395,0.048669695003244653,0.05934208379274252,0
0.0,0.03202654061320956,0.07768737850097199,0.2445730824891461,0.7297297297297298,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.09574581718957866,0.1116737520447768,0.10966904607397794,0.06894552129505717,1
1.0,0.9999999999999999,0.0,1.0,0.5945945945945945,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8841388217243965,0.20902243258947806,0.5392602206359507,0.04441099933910261,0
0.0,0.02256711045578731,0.029111767105863152,0.05499276410998552,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03813810314524038,0.055046407934032565,0.024659312134977285,0.029533849734505003,0
0.0,0.03882974109892012,0.09119927040583675,0.17221418234442834,0.32432432432432434,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.1155067439624785,0.13109838672920404,0.16028552887735237,0.08756020526601513,1
0.0,0.3437540656576605,0.0,0.17221418234442834,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.29636534894786415,0.30887913414810186,0.0772225827384815,0.015481311684151053,0
0.0,0.041540179539442265,0.05083159334725322,0.1374819102749638,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.077101601266253,0.09334682398870786,0.06164828033744323,0.04516677718321756,0
1.0,0.618944880523873,0.0,0.5224312590448625,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5428428545071421,0.1251504872266322,0.23426346528228426,0.029410052129458606,0
0.0,0.045470315278199364,0.0825593395252838,0.1606367583212735,0.7297297297297298,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11271496683854303,0.1283541201583083,0.07203114860480207,0.03884280621409686,1
1.0,0.055878398889804365,0.0,0.130246020260492,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.03852652431030966,0.0012170225662233303,0.05840363400389358,0.06812205587793212,0
1.0,0.1283555227893663,0.0,0.17221418234442834,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.10344141152251386,0.017169563458778122,0.0772225827384815,0.04499457191410782,0
0.3333333333333333,0.026849603191812284,0.058463532291741664,0.1765557163531114,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.07166370495528301,0.03557404687445932,0.0791693705386113,0.061638345008497804,0
0.6666666666666666,0.13044256038856836,0.0,0.2648335745296671,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.10531068837940978,0.029123031833889926,0.11875405580791694,0.06932801231346651,0
0.0,0.1813988030703845,0.0,0.1374819102749638,0.7297297297297298,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.15095017527505072,0.1659386405857934,0.06164828033744323,0.02496684654008111,1
0.6666666666666666,0.17931176547118247,0.0,0.2575976845151953,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1490808984181548,0.04346480756526677,0.1155094094743673,0.04999985690514985,0
0.0,0.07720954941671358,0.018095855233158136,0.21852387843704774,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07593633777104514,0.09220139098520357,0.09798831927319922,0.07337757086511602,0
0.0,0.16581378203738223,0.0,0.1085383502170767,0.7297297297297298,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.13699128965537333,0.15221730773131473,0.048669695003244653,0.021079813076485612,0
0.0,0.10705147664686229,0.0,0.17510853835021706,0.7297297297297298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08436022178848525,0.10048191707303679,0.07852044127190136,0.054016695123822976,0
0.0,0.0760982696560995,0.0,0.14616497829232994,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05663666113166506,0.07323015686466346,0.06554185593770279,0.06011534815049662,0
0.0,0.10103430330890317,0.0,0.12590448625180894,0.7297297297297298,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.07897087812314893,0.09518428943182936,0.056456846203763796,0.04048404283002456,0
0.0,0.04097098746693262,0.07231142150862793,0.25904486251808967,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.09831910740816267,0.11420324992751547,0.11615833874107721,0.07161737032748615,0
0.0,0.14391343943796336,0.0,0.15774240231548478,0.7297297297297298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11737602081937444,0.13293585217232554,0.07073329007138221,0.03676074573153727,1
0.0,0.03823344464200526,0.0,0.0,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02272263815655315,0.03989328382517349,0.0,0.0028498530834600343,1
0.0,0.052381933301530806,0.0,0.08972503617945007,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035394878666938565,0.05234986773828283,0.04023361453601558,0.04959857979718894,0
0.3333333333333333,0.28547963918643454,0.0,0.4008683068017366,0.7297297297297298,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.244171254891679,0.12035995232135115,0.17975340687865024,0.05047222259205461,1
0.6666666666666666,0.22647339433626765,0.18895048839609282,0.5369030390738061,0.5945945945945945,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.38244918965634433,0.11993041494503702,0.29007138221933815,0.054194920040515376,0
0.0,0.05414371828787019,0.13682290541675668,0.21128798842257596,0.05405405405405406,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17537215602878198,0.18994500728423788,0.5976638546398443,0.23668592306614172,0
1.0,0.08219675614727431,0.1859985120119039,0.406657018813314,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2502403355958866,0.05324473727227058,0.18234912394548997,0.050045992114203276,1
0.0,0.0259822628908452,0.04442364461084311,0.059334298118668596,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.056685213777298724,0.07327788323980947,0.026606099935107073,0.024201171076411555,0
0.3333333333333333,0.06593412550414149,0.05999952000383997,0.23733719247467433,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.10822384711742943,0.05354302711693315,0.10642439974042829,0.06052858464899693,0
0.0,0.1289789236306864,0.11027911776705786,0.3603473227206946,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.21554947029063615,0.2294385827175635,0.16158338741077224,0.050761352175924396,1
0.0,0.09122251615421302,0.058823529411764705,0.14616497829232994,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.12968411648750738,0.1450344882718398,0.06554185593770279,0.030924137616586512,1
0.0,0.13729996964308935,0.0,0.21852387843704774,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.11145259805206785,0.12711323440451197,0.09798831927319922,0.05420171260640294,1
0.6666666666666666,0.0824406956069213,0.041207670338637294,0.15484804630969606,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.10399976694730094,0.028693494457575807,0.06943543153796236,0.04005758636698403,0
0.6666666666666666,0.14318162105902238,0.0406796745626035,0.29088277858176553,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15786892727784735,0.046344298865742886,0.13043478260869568,0.05400050672299768,0
0.0,0.02961425040114486,0.053015575875392996,0.18089725036179446,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06862916460317922,0.08501857152572863,0.08111615833874107,0.06519723178699514,0
0.3333333333333333,0.07452621536059667,0.07019943840449276,0.20549927641099852,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12623687864751748,0.06239626970651854,0.09214795587280987,0.0456490896943706,1
0.0,0.137625222255952,0.0,0.15340086830680172,0.7297297297297298,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.11174391392586981,0.12739959265538806,0.06878650227125244,0.037269377709119145,1
0.0,0.13098464807667276,0.0,0.17800289435600578,0.7297297297297298,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1057962148357464,0.12155311170000145,0.07981829980532122,0.04570443555650855,0
1.0,0.9999999999999999,0.0,0.8552821997105644,0.32432432432432434,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8841388217243965,0.20902243258947806,0.772874756651525,0.06588639980749195,0
0.6666666666666666,0.10721410295329364,0.0,0.22720694645441386,0.7297297297297298,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08450587972538623,0.02230611458386775,0.10188189487345879,0.07046021370276684,0
1.0,0.2485905720109283,0.0,0.36324167872648333,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.211131179537973,0.04363383847724224,0.1628812459441921,0.052220357824186894,0
0.3333333333333333,0.4706838978273121,0.0,0.7105643994211288,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4100513686990804,0.20188853266452758,0.318624269954575,0.05590113319395563,1
1.0,0.12765080879483054,0.034175726594187245,0.13169319826338638,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1373797108204426,0.025509747515543867,0.05905256327060351,0.026108570892224608,0
0.0,0.2448230625786025,0.0,0.29667149059334297,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2077567706664336,0.22177849950662845,0.13303049967553537,0.042635849894852404,1
0.0,0.04425061797996441,0.04079967360261118,0.14182344428364688,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.06938173061050096,0.08575833034049182,0.063595068137573,0.05050419473688205,0
0.3333333333333333,0.1987456090897262,0.0,0.2069464544138929,0.5945945945945945,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1664870218778221,0.08217885220454087,0.11252433484750163,0.04393658790604063,1
0.3333333333333333,0.08669608395854106,0.08085535315717474,0.2778581765557163,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.14791563492294696,0.0730511829578659,0.12459441920830631,0.05455114572398921,1
0.0,0.024003642829264035,0.0681594547243622,0.15195369030390735,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07892232547751526,0.09513656305668335,0.06813757300454251,0.04916659780449807,1
0.0,0.10618413634589521,0.0,0.05643994211287988,0.7297297297297298,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.08358337945834668,0.09971829507070058,0.025308241401687217,0.016494766515155305,0
0.0,0.09032807146884073,0.0,0.18379160636758318,0.7297297297297298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06938173061050096,0.08575833034049182,0.08241401687216093,0.0657366380225202,1
1.0,0.05606812958064092,0.060095519235846113,0.21562952243125902,0.7297297297297298,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.09948437090337052,0.01619713856517811,0.09669046073977937,0.05871678179901311,1
